Timestamp,Node_No,Rack_No,CPU-Utilisation,Disk-Utilisation,Memory-Utilisation,Power-Consumption
0.0,354,4,20.63266048610522,30.78587170268549,20.791393415453918,97.17992902582978
0.0,145,4,32.17942063509483,67.27403696725821,33.998342064579255,78.0878528206299
0.0,954,4,66.4525548084151,46.815702331083344,40.39471325270471,61.72443619797666
0.0,168,4,31.81183241468684,30.895008198684565,38.66261945168403,67.50608402338321
0.0,480,4,99.67244933200969,37.12969479704459,60.6183112364159,80.59613095935225
0.0,2,4,47.86443437358834,49.1887888709158,54.57479558250191,98.41371173596593
0.0,294,4,33.55143761837434,39.81513492825637,54.01221528260374,80.7160111432949
0.0,262,4,60.75658285179586,29.846934843177035,64.36093256477511,41.24881742504281
0.0,755,4,24.733296498202726,52.85426995644058,0.0,53.341756674388485
0.0,699,4,57.853616965584386,51.65472296311932,30.482798080832268,77.11278148982099
0.0,443,4,46.40784783801969,48.92878454724466,26.856201693393626,56.393724278707225
0.0,235,4,43.56850344724427,26.038910128911198,41.47075571579077,80.82527309582949
0.0,17,4,59.721572907129044,35.59521774383233,45.89299168291339,69.53478517920819
0.0,498,4,65.6044503686207,25.927525384023774,42.75933337964065,44.5845522037817
0.0,646,4,20.874049436212044,63.58512348480791,0.0,57.07747749285877
0.0,707,4,55.71640911716773,34.05369740591126,59.62627553755871,57.89594616980639
0.0,229,4,40.64541558999211,68.34365828258453,23.32965815039843,74.95746148822336
0.0,595,4,24.226344475973992,22.688977347136017,57.49163747536398,65.95069709278386
0.0,682,4,33.07584550564587,60.010198426958915,25.1323322742073,50.624844377811435
0.0,796,4,59.82067248725322,53.106973480525745,57.493089837704815,74.43334938432533
0.0,287,4,29.28720420111612,44.04007177239212,64.09214543881549,75.04033571463296
0.0,988,4,34.53591838029252,54.883921549404704,46.903597421035144,89.67378695237906
0.0,537,4,21.02117225857758,53.33216394980363,57.45663974771398,72.76496922735632
0.0,1,4,99.91434836918893,23.15408834870901,42.99236246886005,87.20512154334932
0.0,811,4,44.29959662243457,26.938347239469252,64.00429753514112,64.64768266682356
0.0,60,4,53.98414265946002,44.92048802435737,21.640838719368748,46.88526510152104
0.0,56,5,50.46790555112591,53.14844269831404,40.34508342716623,84.10751203235114
0.0,510,5,53.9459363474303,51.20624066347744,37.53315263129162,43.24604768752867
0.0,914,5,58.971262701535906,35.25338529386259,40.56887333653833,72.38629458452365
0.0,445,5,32.80391699201189,43.73200135055231,54.386415585942714,78.57079888747833
0.0,567,5,0.0,0.0,0.0,0.0
0.0,63,5,60.791875512588334,48.92800612939074,53.77727616695298,73.06420621693746
0.0,40,5,43.79636201891276,68.30405910876226,24.90119755074412,71.38123551271752
0.0,470,5,36.167903500935495,31.270301709815215,33.88062772238771,65.72648819681412
0.0,677,5,63.45652269280539,59.28739791064123,43.62409094950679,88.57850448735823
0.0,886,5,62.83934744843117,38.36726232166332,27.776112314072332,50.7076763855234
0.0,782,5,64.26451166088926,39.94931873173696,44.41325486100192,50.02353938512188
0.0,410,5,0.0,63.50162505460079,62.32204981200565,57.41970384170065
0.0,493,5,0.0,41.49350345504417,32.48815314242847,66.04865169182256
0.0,65,5,31.085234182805955,64.5726605574146,67.68104143974723,74.77478797736354
0.0,877,5,31.937132365138815,53.54971499350144,64.18800607998998,60.330015059981555
0.0,299,5,59.05435225847027,39.98929038749821,66.70329751005474,80.8733918963908
0.0,421,5,35.48711134350191,98.95666787800158,50.37972567005297,86.68028812107926
0.0,873,5,25.027310715559295,51.4496833969418,47.71813350977916,73.95913115494585
0.0,827,5,36.00452374413595,23.37740145523323,39.76344499691493,58.995178815018335
0.0,974,5,30.613886473192174,21.895514857814923,39.81164062287415,88.08069110409104
0.0,7,5,56.53100863635729,40.12070127520501,52.25757835004321,86.53683899559897
0.0,238,5,49.50837547875207,52.611119654309014,69.22547759814097,52.8569561958632
0.0,871,5,50.677853787657504,0.0,53.50708030648049,95.99399757699344
0.0,485,5,36.16491800114301,66.41888015049378,21.385479542119917,47.407450763500684
0.0,205,5,49.333120628412296,60.205262168867726,28.6773643777696,43.32893594113657
0.0,331,5,38.51142052161391,22.914049212447345,34.09586761229013,70.64038635599638
0.0,745,5,32.07868426044945,54.195175917473925,22.911688102801374,51.197577576115386
0.0,919,5,98.78748391536733,52.98155939360636,55.5350311382514,101.93527681564595
0.0,81,5,24.947733203195554,28.778002601459967,46.16445923251554,83.96143256553208
0.0,778,5,40.5696209914846,40.67074872222827,57.572256892451904,123.98754181320638
0.0,440,5,30.457661870300623,45.920400889422666,65.32789489003966,79.41290877722243
0.0,251,5,99.20587223158165,36.28728083633558,51.058322851417884,97.45531396401637
0.0,389,5,67.82929711486204,64.664597521701,30.566273959781654,96.57481497611624
0.0,890,5,24.729680309432304,68.65805268606988,26.2924470717603,53.195725301476855
0.0,854,5,59.95734580981047,41.33962377574175,61.27229226208353,58.4715798999504
0.0,712,5,63.65297366159334,31.986235786624515,65.1462477402743,47.081939741941774
0.0,167,6,48.6319880141528,37.211180255125065,33.760556679496645,49.61671894843271
0.0,355,6,25.547896736349166,66.73856239967219,56.69579736378717,80.18133550473416
0.0,427,6,33.73608811121262,46.10803847032039,25.963335793882337,99.40775899015563
0.0,437,6,32.51209572244282,37.373732280039874,98.79570959209852,72.20447618970985
0.0,888,6,63.23165676471669,98.99667644448972,99.14817722534634,50.890270939030316
0.0,791,6,67.35042289213023,43.21702128988165,40.25955555426462,65.96459057906658
0.0,934,6,68.78468449276596,30.323499871010654,62.588738043807915,85.59490634201126
0.0,730,6,99.41296217342092,54.48870453061419,34.82524676197396,71.66855798882612
0.0,487,6,57.2544881491144,59.012911986075586,36.34914968641131,93.8124720726468
0.0,368,6,65.3472128831136,48.80193744903835,52.633429173036546,78.07740292491202
0.0,740,6,22.659379026387583,61.495150978508185,43.94674771659946,62.497398174886456
0.0,344,6,42.09246145155039,26.779228809500648,27.72518243749697,94.1066366525638
0.0,514,6,58.74230801865606,55.27498099868168,43.88618981940112,67.77008318910327
0.0,214,6,98.77162760846863,45.827113636371266,68.87102762126233,43.79551690969284
0.0,818,6,0.0,0.0,0.0,0.0
0.0,334,6,31.34344535047641,33.28280266803344,32.13817399874746,86.74037351688588
0.0,788,6,39.78438761446331,41.625346066665784,52.932525524035036,41.67245284909465
0.0,892,6,69.33712352171185,53.669906096395934,44.87927937870825,82.32136186697872
0.0,852,6,30.28852636165032,67.53200715427232,68.65868798188615,85.8096839081585
0.0,541,6,43.38785801127063,42.926670148526235,47.8324940046804,55.83344779399788
0.0,457,6,67.44129034021267,54.733944987507044,65.08271076307116,89.3492537808981
0.0,97,6,55.315788743944964,43.05631814747951,64.88077899584027,82.66786949238477
0.0,448,6,24.353451221389477,58.01083976806092,64.55109503071466,99.79796144149003
0.0,175,6,24.846147700620502,44.57735845386249,54.72180112306156,97.11810608979397
0.0,126,6,46.30083105140026,27.63539206824043,48.91193040357682,76.80680134478638
0.0,103,6,32.97214627061966,48.444884999922806,36.839593452202564,97.97743546676125
0.0,98,6,56.97509909874461,41.25586198926648,58.00164338477425,64.97098220497706
0.0,562,6,33.258002541193804,44.788138942153594,32.74558643036545,54.81580170633258
0.0,323,6,25.381369175421575,43.75520625816577,62.215682273077064,74.55694830100097
0.0,592,6,34.96456837063077,50.00944922728514,51.47217747733408,67.26060709437098
0.0,119,6,48.81564043461674,40.60352671311786,28.98765321040583,43.80812593000344
0.0,512,6,21.268035354787656,25.247774851279157,36.89009146615964,48.0388690216608
0.0,3,6,31.156619192218024,46.32959414132195,48.224957532596356,91.42625951296822
0.0,638,6,36.18843843482627,36.87055918170465,66.74642115810454,99.92242887046962
0.0,460,6,64.48688099167579,49.83224797492727,28.159612738392546,61.95371015713067
0.0,559,6,56.253918936817726,53.63990431626752,51.65627724750117,51.405559198875174
0.0,320,6,35.19596769137965,55.60485098833108,20.072153914472352,52.256421474291685
0.0,47,7,54.71504938769957,37.01059901435266,22.64065925484151,61.97749905308736
0.0,545,7,20.486710613483243,55.22686417921774,0.0,64.10087606816539
0.0,543,7,33.29805103447624,25.850108607886725,32.99678170920838,93.4125345636431
0.0,239,7,58.12453814107519,59.17668635252602,21.79963826199686,83.2349483758259
0.0,177,7,21.795707722002227,46.325534208649486,59.19970372920965,46.18949742703589
0.0,724,7,58.861171860901266,66.70753333235172,22.330248310193554,45.377387708738006
0.0,814,7,43.475312508346576,30.26999204110954,44.7363339692766,76.31072532993286
0.0,483,7,30.8660735998903,40.259174852027016,28.75996672358815,40.24918100387732
0.0,207,7,28.378310648522792,21.475572295655645,61.51924340251198,96.10106055294168
0.0,317,7,44.11284426828351,65.54263453277073,49.946304191891144,92.763199986987
0.0,859,7,51.73869564393719,39.022675890685846,23.549689015509628,58.32175388025876
0.0,491,7,65.52478227995604,38.669695358303684,66.18236662024906,94.51702749421672
0.0,947,7,58.36931612647642,21.361382829868685,39.310216820904785,57.48718189105922
0.0,897,7,39.4124976178352,67.13737432578245,60.337866063974246,51.90654604837228
0.0,32,7,49.637330379504135,46.8734802837912,52.83938745467862,64.97063425740396
0.0,280,7,54.62561818022173,64.99537551667296,51.229441244035996,97.74348831041527
0.0,135,7,53.04024052530823,69.11407988749104,49.03838205694899,73.25839271468422
0.0,861,7,28.45504268142985,26.01598037445752,45.554201582759866,89.05586141638433
0.0,579,7,24.52381653731363,33.85392102611826,58.496461739268646,91.3134919680644
0.0,962,7,61.783690915563234,24.94176968051437,62.398857682626826,59.15827825656113
0.0,671,7,24.571394392790662,98.24719486535119,35.74556034069889,97.17778066652782
0.0,404,7,67.19554136517772,29.595955449804805,38.29330279026665,58.20715558923984
0.0,222,7,42.399286793540554,35.58282725967887,24.45850787633686,87.8814817032489
0.0,260,7,28.918251681927647,54.67206038954697,33.800404141430775,63.03740942498964
0.0,828,7,24.311983807051345,22.449596327505354,47.60107382016542,58.63766091956187
0.0,693,7,55.033197616155995,68.38113351522736,48.434930596256024,57.4051374608251
0.0,150,7,68.27759284922226,27.022147091570808,52.83083789271449,81.95102687198616
0.0,673,7,28.0126128814883,36.307683073381426,57.02529995388619,63.04421058365565
0.0,26,7,54.00611914878183,35.48351476191711,31.9841966058751,41.358806681111716
0.0,565,7,68.971345455289,44.14993371997407,24.98864382244715,66.10280399819035
0.0,43,7,56.32660616216257,65.54947667540118,48.38523138117718,50.57390280454528
0.0,275,7,0.0,0.0,0.0,0.0
0.0,461,7,49.3884843729861,38.22030155682991,67.37496231160726,50.82338114713286
0.0,9,7,62.023738438108296,33.367949921810045,67.33469837597691,73.0968960794668
0.0,851,7,0.0,0.0,0.0,0.0
0.0,242,7,69.8762140553028,31.568222897139492,59.163232447167594,59.410971939500165
0.0,611,7,25.47348018805605,56.59451479722103,24.661776074334746,69.79011936508246
0.0,956,8,23.331365785306406,68.52373814547838,23.726616910557894,58.34316224725377
0.0,813,8,29.725335563990928,35.68108993029962,59.96256959267161,51.94372809255645
0.0,870,8,57.2826511172342,61.136282289995826,45.37965441922624,41.07142287921524
0.0,1000,8,98.21428511171405,58.541868019417755,98.4088926071912,61.94352631685804
0.0,913,8,61.80888448667575,25.532224476939234,33.656676390059545,51.057538733398765
0.0,59,8,50.513286542387114,43.59594437019172,26.115736249847398,71.42544694410124
0.0,752,8,49.06488271640676,62.76729196802456,62.172076998156555,93.76323132432022
0.0,131,8,65.33835174144441,49.06165308040532,53.87986229097647,93.11321374011673
0.0,109,8,37.76166752739748,61.72592781678106,65.23738885081652,70.85529296732929
0.0,345,8,69.16847167223511,20.293405511721566,37.24340174724663,46.55026856046304
0.0,471,8,63.57943863831589,60.2343383844833,59.82127968711514,88.80638037621404
0.0,746,8,54.21003413711856,50.11384589454656,41.10879931257179,82.71970074741324
0.0,310,8,39.99322920703787,48.03405400345898,27.630640712927377,47.337040537964626
0.0,834,8,0.0,0.0,0.0,0.0
0.0,90,8,32.90648174783758,53.75676509236874,50.60848239630391,62.074187299809275
0.0,613,8,31.120814683666563,69.29701299196847,65.25535220457738,86.88179868244472
0.0,987,8,31.545743475322684,50.534781999659785,55.1409158657237,68.80129063908811
0.0,199,8,21.23121706494637,59.31835302172048,61.35049141127366,98.55433080977798
0.0,25,8,26.627234144071387,24.659094152402826,67.17115271855005,79.59897048213817
0.0,216,8,20.976117011777973,23.45937147196265,51.00734593387445,52.33247592277307
0.0,392,8,26.354607594272387,49.60956793329609,21.12085441806525,96.24150185556763
0.0,531,8,54.41262696876294,25.578275394366994,44.03451966800069,43.0910955221159
0.0,672,8,49.91528512457662,68.02420225152582,62.51142351944123,58.64903276882218
0.0,965,8,20.82220231732066,98.277889820167,49.633260340475836,90.0718748574212
0.0,662,8,41.68238255711109,51.9666918681158,45.052290496909194,54.88725296853073
0.0,615,8,0.0,0.0,24.34111905795575,43.40513095556352
0.0,243,8,47.287597166809164,34.38159492327742,28.680870403731927,42.85262137806344
0.0,918,8,55.54938511000168,21.666523955627746,36.08781464265209,40.831361825141656
0.0,473,8,29.263780818688016,42.83191682378397,61.81768809772247,95.79745298003371
0.0,289,8,24.19168435646506,63.536335019290235,66.79955475882605,40.80712623652365
0.0,492,8,20.12168652614441,34.923883119375404,45.64238264778177,63.98299657604346
0.0,308,8,60.16403468140845,42.67762755392505,43.968777767709895,51.867145396414095
0.0,52,8,25.173011751367746,28.79506527096095,26.550459933508108,67.23668443948421
0.0,864,8,55.462402125872515,46.430802294215006,53.89667238757959,80.7965941550139
0.0,794,8,33.94492238275248,34.39698142626554,22.504262186124357,50.13943320115285
0.0,654,8,36.22269852127603,68.97148702645143,67.28629668954375,49.50364437762745
0.0,618,8,50.55186226597691,53.407938713730154,39.74671979858503,48.36853576205323
0.0,62,8,59.102451874168004,65.87029633601949,99.92299351230776,51.72200184922913
0.0,82,8,68.0062799195288,56.36110782027023,28.178770300153836,70.94324004512956
0.0,631,8,24.24616113418616,39.742409706254136,46.21205247757982,83.8267755777054
0.0,446,9,62.340812972360176,42.20655352993476,44.80823868571824,93.80539543635942
0.0,328,9,53.57058115614595,31.714678824328406,46.31178471843211,74.88810645735165
0.0,221,9,68.32128602101767,36.457186451314215,0.0,63.25580288805553
0.0,180,9,56.793493273063824,40.49237268249992,46.320784389631996,99.11748683275704
0.0,807,9,34.251529647096206,56.500014572472445,69.78668109587804,80.20547851438928
0.0,648,9,46.704877684819344,56.2209664357397,48.49794432167941,63.99691512957862
0.0,201,9,0.0,44.50648091231868,61.26010346110735,79.25677993565346
0.0,84,9,68.85842603405915,46.191830377098,67.4175096616893,99.01670657394281
0.0,881,9,68.60894680665314,50.416103780067104,30.648754948424482,44.22435641634169
0.0,48,9,28.429115214522312,43.62133011222247,52.32240543369027,43.61466851548846
0.0,663,9,35.708765318651146,55.540073086026595,26.36651822102121,40.43562736282206
0.0,720,9,37.93595921880378,27.502352684662355,42.14052851059676,67.47752625832887
0.0,374,9,47.01092125469123,40.0529147853881,0.0,85.94006560015785
0.0,361,9,32.151120396312315,99.25639869430904,26.697728725160253,89.61509359513437
0.0,467,9,65.06063806670281,30.958598918551118,49.30734742035718,79.76225743506272
0.0,401,9,34.07371879351511,55.11390934986925,24.800330979340135,85.59468626184474
0.0,12,9,21.050790363876676,61.80468534926761,55.55269090952704,81.19282076917581
0.0,86,9,33.71750302252564,51.46611057764592,26.026176473536985,69.84376861077087
0.0,332,9,48.698083050587165,30.445509249582976,62.191203194504325,47.83226578779489
0.0,46,9,29.072802472338374,44.24844564138891,26.872116201313,95.49804608140592
0.0,767,9,98.54499481185617,60.226807569065855,33.56444984163775,40.28349119082656
0.0,78,9,30.40545692329868,46.7452499989013,54.38341221237019,82.33563046203155
0.0,433,9,48.98493837433644,29.134268288025233,21.833517827596694,59.09603512270799
0.0,789,9,27.609111926968453,53.537806900050136,68.6330298200018,76.94922036136688
0.0,272,9,43.27988276012621,28.036948285300994,0.0,43.03367593185484
0.0,202,9,65.4852086352061,48.759905073931684,69.35990377579307,123.92426402579183
0.0,114,9,34.708917768706755,30.189609607258994,25.610789255188507,85.39098887822315
0.0,228,9,38.34180198957459,63.68256695344286,34.80213843111193,72.90648188448175
0.0,526,9,34.207598653683505,39.48703723957067,65.44180404847432,47.10155383830799
0.0,442,9,51.574894316577996,54.88199528530885,51.58675582630512,43.92997758632486
0.0,399,9,26.655503948216463,49.681648414228434,54.59188262732394,50.205942148633085
0.0,931,9,33.492257417999824,30.211603274781282,34.75816705724808,42.201882683834775
0.0,162,9,63.679244457982236,54.72187928486106,37.75320282897225,50.409626797229535
0.0,454,9,54.544725412760556,47.14653729339183,63.82523737003591,66.92076793356864
0.0,507,9,60.23235148553647,66.84559617421903,21.286553106224886,71.85942205682969
0.0,951,9,50.69530662396966,42.65731338199413,49.74878726332723,65.95007014525198
0.0,169,10,34.49584562039544,23.70807283490553,48.59852668469589,54.28031808718663
0.0,115,10,27.088074192526467,39.95677987245515,26.52947496567827,46.350027671420214
0.0,779,10,23.13004153622491,66.45829231159709,35.43700764359822,86.28574500260552
0.0,508,10,68.17795066192821,24.83976147743666,99.02916720709955,58.12154143560032
0.0,689,10,21.568282630812273,32.83416907013074,57.63968417188667,60.88184067319154
0.0,783,10,27.88009208339067,21.717864501042172,30.419747471676963,86.99997146635029
0.0,55,10,24.272067681120422,45.8336892894272,47.71938559960907,41.07613536992072
0.0,100,10,36.83613803146263,46.61258886311488,57.030768124657776,81.57650567406637
0.0,839,10,67.70577289466158,37.092309027466946,45.1505068392671,89.48990593891884
0.0,484,10,52.7936881078313,28.28268081007316,61.46682494768152,79.09128834649201
0.0,120,10,50.7889031195733,60.102849391782854,32.23028917161906,55.55221685053199
0.0,11,10,24.01237733867628,44.73814191793035,52.86967961795179,62.24515109517579
